ODOMETRY 0.0000000 0.0000000 0.0000000
ODOMETRY -0.0063547 0.0284760 0.0003597
ODOMETRY 0.0028532 0.0768855 0.0001443
ODOMETRY -0.0033792 0.0916929 -0.0056133
ODOMETRY -0.0017751 0.0803026 -0.0012224
ODOMETRY -0.0036877 0.0865673 -0.0023073
ODOMETRY -0.0033769 0.0899845 -0.0026181
ODOMETRY -0.0018841 0.0797330 -0.0041108
ODOMETRY 0.0041784 0.0859948 0.0407839
ODOMETRY 0.1088213 0.0483390 0.0860153
ODOMETRY 0.1046386 0.0443405 0.1111804
ODOMETRY 0.0857063 0.0626130 0.0341932
ODOMETRY 0.0053801 0.0888453 0.0006149
ODOMETRY -0.0012611 0.0934016 0.0012611
ODOMETRY -0.0003747 0.0728988 -0.0056203
ODOMETRY -0.0337231 0.0045556 0.0157382
ODOMETRY -0.0023157 0.0187919 -0.0366516
ODOMETRY -0.0942921 0.0398127 -0.0975471
ODOMETRY -0.1104783 0.0449154 -0.0903533
ODOMETRY -0.0238550 0.0136675 -0.0241047
ODOMETRY -0.0014987 0.0011390 0.0014987
ODOMETRY 0.0029975 0.0011390 0.0029975
ODOMETRY 0.0754200 0.0301595 0.0654619
ODOMETRY 0.1114913 0.0466057 0.1163177
ODOMETRY 0.1064477 0.0420665 0.1153663
ODOMETRY 0.1147999 0.0454628 0.1190041
ODOMETRY 0.0839044 0.0312949 0.0929472
ODOMETRY -3.1098469 0.0244720 3.2267488
ODOMETRY -3.0339915 0.0386466 3.2558055
ODOMETRY -3.0280349 0.0414878 3.2528463
ODOMETRY -3.0216931 0.0454544 3.2614920
ODOMETRY -3.0306856 0.0420594 3.2524996
ODOMETRY -3.0381368 0.0426479 3.2389683
ODOMETRY -3.1292568 0.0074036 3.1502392
ODOMETRY -3.1370965 0.0005695 3.1340990
ODOMETRY -0.0002997 0.0028476 -0.0026977
ODOMETRY -0.0598013 0.0404015 -0.0750856
ODOMETRY -0.0823876 0.0454951 -0.1034565
ODOMETRY -0.1109071 0.0420595 -0.1109069
ODOMETRY -0.1169017 0.0443227 -0.1169023
ODOMETRY -0.1049120 0.0397944 -0.1049120
ODOMETRY -0.1056904 0.0426363 -0.1071311
ODOMETRY -0.1077674 0.0414985 -0.1050541
ODOMETRY -0.1161043 0.0460301 -0.1147021
ODOMETRY -0.1046016 0.0414979 -0.1082199
ODOMETRY -0.1079093 0.0409271 -0.1079097
ODOMETRY -0.1064109 0.0403613 -0.1064106
ODOMETRY -0.1154033 0.0437577 -0.1154031
ODOMETRY -0.1019151 0.0386617 -0.1019140
ODOMETRY -0.1198988 0.0454542 -0.1199001
ODOMETRY -0.1082210 0.0443482 -0.1016031
ODOMETRY -0.0101914 0.0056951 -0.0137884
ODOMETRY -0.0014987 0.0005695 -0.0014987
ODOMETRY 0.0013322 0.0102514 -0.0013322
ODOMETRY -0.0077935 0.0797324 -0.0041965
ODOMETRY -0.0027717 0.0831498 0.0087666
ODOMETRY 0.0970279 0.0596654 0.0918137
ODOMETRY 0.0172020 0.0763150 0.0007829
ODOMETRY -0.0006423 0.0916929 -0.0023552
ODOMETRY -0.0008949 0.0791636 -0.0021026
ODOMETRY 0.0053031 0.0888427 0.0246717
ODOMETRY 0.0394820 0.0780116 0.0234652
ODOMETRY -0.0029176 0.0854283 -0.0030774
ODOMETRY -0.0016200 0.0985272 -0.0013775
ODOMETRY -0.0025978 0.0683427 0.0085928
ODOMETRY 3.1417289 0.0125295 -3.1477239
ODOMETRY 0.0044962 0.0045562 0.0074937
ODOMETRY -0.0014987 0.0005695 -0.0014987
ODOMETRY 3.1434245 0.0051257 -3.1404270
ODOMETRY 3.0737620 0.0352814 -3.2116464
ODOMETRY 3.0483000 0.0409375 -3.2461341
ODOMETRY 3.0386025 0.0403669 -3.2454291
ODOMETRY 3.0431745 0.0392372 -3.2320162
ODOMETRY 3.1091199 0.0153749 -3.1720671
ODOMETRY 0.0012739 0.0455618 -0.0012739
ODOMETRY -0.0061332 0.0803022 -0.0028593
ODOMETRY 3.1489501 0.0125295 -3.1369602
