ODOMETRY 0.0000000 0.0000000 0.0000000
ODOMETRY 0.0000000 0.0000000 0.0000000
ODOMETRY 0.0002810 0.0182247 -0.0002810
ODOMETRY -0.0022072 0.0313237 0.0022072
ODOMETRY -0.0020408 0.0535351 6.2822287
ODOMETRY -6.2867490 0.0256280 6.2867490
ODOMETRY -6.3092424 0.0324622 6.2942550
ODOMETRY -6.3135689 0.0125293 6.2925865
ODOMETRY -6.3376072 0.0347379 6.3136274
ODOMETRY -6.3418667 0.0296135 6.2969045
ODOMETRY -6.3253166 0.0153769 6.2893468
ODOMETRY -6.3215536 0.0341660 6.3185562
ODOMETRY -6.3552158 0.0375877 6.2952661
ODOMETRY -6.3169273 0.0210719 6.2929474
ODOMETRY -6.3285884 0.0387266 6.3016111
ODOMETRY -6.3469650 0.0512449 6.3169902
ODOMETRY -6.3922350 0.0523852 6.3202953
ODOMETRY -3.2044036 0.0062647 3.1504489
ODOMETRY -6.2762129 0.0130989 6.2732154
ODOMETRY -6.2396217 0.0341679 6.2546091
ODOMETRY -6.2296502 0.0142380 6.2776100
ODOMETRY -6.2563493 0.0301833 6.2653418
ODOMETRY -6.2625675 0.0210711 6.2955398
ODOMETRY -6.3383663 0.0438506 6.3053940
ODOMETRY -6.3455855 0.0358732 6.3246031
ODOMETRY -6.3716777 0.0256261 6.2967406
ODOMETRY -6.3305787 0.0256264 6.2976064
ODOMETRY -6.3295782 0.0250589 6.2906109
ODOMETRY -6.3139631 0.0318920 6.3019732
ODOMETRY -6.3089137 0.0136684 6.2789389
ODOMETRY -6.3025112 0.0216416 6.2965162
ODOMETRY -6.3006350 0.0159465 6.2826500
ODOMETRY -6.2984725 0.0313234 6.2924775
ODOMETRY -6.3014008 0.0296142 6.2864133
ODOMETRY -6.3018125 0.0079732 6.2778327
ODOMETRY -6.2835600 0.0091123 6.2895550
ODOMETRY -6.3090494 0.0398654 6.3030544
ODOMETRY -6.3082772 0.0176548 6.2783023
ODOMETRY -6.2932269 0.0113904 6.2842344
ODOMETRY -6.2965203 0.0222112 6.2905253
ODOMETRY -6.2943281 0.0130989 6.2793407
ODOMETRY -6.2852290 0.0062647 6.2882265
ODOMETRY -6.2941867 0.0267675 6.2791993
ODOMETRY -6.2829207 0.0193625 6.2859182
ODOMETRY -6.3136098 0.0227807 6.2896299
ODOMETRY -6.3146589 0.0279060 6.2966740
ODOMETRY -6.3030686 0.0170850 6.3000711
ODOMETRY -6.3349562 0.0199326 6.2989864
ODOMETRY -6.3073793 0.0039866 6.2863969
ODOMETRY -6.2999926 0.0159463 6.2910002
ODOMETRY -6.3054471 0.0233503 6.2874622
ODOMETRY -6.3144984 0.0318915 6.3055060
ODOMETRY -6.3076648 0.0085427 6.2716949
ODOMETRY -6.2862383 0.0153764 6.2952308
ODOMETRY -6.3160506 0.0159465 6.2890732
