ODOMETRY -0.0081517 0.0233503 0.0081517
ODOMETRY -0.0175413 0.0711895 6.2917341
ODOMETRY -6.3025191 0.1025139 6.2875317
ODOMETRY -6.2900834 0.0888454 6.2840884
ODOMETRY -6.2833808 0.0916931 6.2833808
ODOMETRY -6.2863173 0.0888453 6.2833198
ODOMETRY -6.3395358 0.0654143 6.3335409
ODOMETRY -6.5641536 0.0505685 6.3992918
ODOMETRY -6.5800848 0.0757280 6.3432834
ODOMETRY -6.3633436 0.0871365 6.2824115
ODOMETRY -6.2644145 0.0934011 6.2734069
ODOMETRY -6.2724943 0.0768854 6.2844842
ODOMETRY -6.2903460 0.0973881 6.2873485
ODOMETRY -6.2968492 0.0877059 6.2878567
ODOMETRY -6.2882359 0.0831496 6.2762459
ODOMETRY -6.2382720 0.0643119 6.2502620
ODOMETRY -6.1006859 0.0370067 6.2355728
ODOMETRY -6.1897637 0.0017086 6.2826857
ODOMETRY -5.9984241 0.0000000 5.9954266
ODOMETRY -6.2891803 0.0022781 6.2891803
ODOMETRY -6.3853943 0.0381133 6.3734043
ODOMETRY -6.5382123 0.0449178 6.3733506
ODOMETRY -6.5939247 0.0443372 6.3930932
ODOMETRY -6.5400845 0.0222051 6.3242654
ODOMETRY -6.3691760 0.0091118 6.3002338
ODOMETRY -6.3176564 0.0011390 6.2876815
ODOMETRY -6.2916782 0.0017086 6.2856832
ODOMETRY -6.3071780 0.0666303 6.3041805
ODOMETRY -6.4021496 0.0557014 6.3571873
ODOMETRY -6.5634861 0.0585937 6.3776420
ODOMETRY -6.4621559 0.0165157 6.2972942
ODOMETRY -6.3191552 0.0045561 6.2981728
ODOMETRY -6.3068654 0.0028476 6.2828856
ODOMETRY -6.2801878 0.0011390 6.2831853
ODOMETRY -6.2189796 0.0426781 6.2189796
ODOMETRY -6.0929715 0.0671796 6.2278584
ODOMETRY -6.1480361 0.0814349 6.2499506
ODOMETRY -6.2378900 0.0820108 6.2828522
ODOMETRY -6.3415447 0.0740161 6.3295548
ODOMETRY -6.3617800 0.0831341 6.2778504
ODOMETRY -6.0878334 0.0614405 6.1657680
ODOMETRY -6.1065258 0.0888449 6.2743850
ODOMETRY -6.2734727 0.0877063 6.2854626
ODOMETRY -6.2941754 0.0034176 6.2941754
ODOMETRY -6.2515755 0.0125290 6.2995353
ODOMETRY -6.3116614 0.0034171 6.2876815
ODOMETRY -5.3239897 0.0000000 5.3119998
ODOMETRY -3.1505851 0.0079732 3.1505851
ODOMETRY -3.2599938 0.0358276 3.2360139
ODOMETRY -3.4428398 0.0426259 3.2539982
ODOMETRY -3.4659213 0.0398047 3.2411098
ODOMETRY -3.3399263 0.0068343 3.1480872
ODOMETRY -4.6825276 0.0000000 4.6705377
ODOMETRY -4.6705377 0.0000000 4.6705377
ODOMETRY -4.6705377 0.0000000 4.6705377
ODOMETRY -6.3028453 0.0096809 6.3028453
ODOMETRY -6.3846989 0.0233404 6.3397366
ODOMETRY -6.3895961 0.0056951 6.2906790
